SIGLA,NO_ENTIDADE,REDE,NU_PARTICIPANTES,MEDIA_CN,MEDIA_CH,MEDIA_MT,MEDIA_LC,MEDIA_REDACAO,MEDIA_GERAL, TAXA ,,,,,,,,,,,
AL,ESC ESTADUAL DE ED BASICA PEDRO JOAQUIM DE JESUS,PUBLICA,147,435.64,502.65,429.59,464.37,558.03,458.06,33.8,TRUE,27044211,AL,ESC ESTADUAL DE ED BASICA PEDRO JOAQUIM DE JESUS,public,502.65,435.64,464.37,429.59,458.06,435
AL,ESC ESTADUAL PROF EDMILSON DE VASCONCELOS PONTES,PUBLICA,27,455.66,497.23,446.67,475.97,557,468.89,48.2,TRUE,27038734,AL,ESC ESTADUAL PROF EDMILSON DE VASCONCELOS PONTES,public,497.23,455.66,475.97,446.67,468.89,56
AL,ESCOLA CENECISTA VICENTE DE MENEZES,PRIVADA,38,477.16,504.27,483.81,480.53,599.34,486.44,84.4,TRUE,27003175,AL,ESCOLA CENECISTA VICENTE DE MENEZES,private,504.27,477.16,480.53,483.81,486.44,45
AL,ESCOLA DE 1º E 2º GRAUS DR ALCIDES ANDRADE,PUBLICA,22,460.08,532.6,465.64,479.58,539.77,484.47,11.1,TRUE,27045234,AL,ESCOLA DE 1º E 2º GRAUS DR ALCIDES ANDRADE,public,532.6,460.08,479.58,465.64,484.47,198
AL,ESCOLA DE 1º E 2º GRAUS JOAO PAULO II,PRIVADA,10,468.21,516.27,503.85,486.22,677.5,493.64,12.7,TRUE,27008150,AL,ESCOLA DE 1º E 2º GRAUS JOAO PAULO II,private,516.27,468.21,486.22,503.85,493.64,79
AL,ESCOLA DE 2º GRAU SESI,PRIVADA,33,510.69,553.56,499.81,529.67,587.9,523.43,50.8,TRUE,27036030,AL,ESCOLA DE 2º GRAU SESI,private,553.56,510.69,529.67,499.81,523.43,65
AL,ESCOLA DE EDUCACAO BASICA AGNUS DEI,PRIVADA,24,505.31,572.45,523.05,541.98,640.63,535.69,72.7,TRUE,27040917,AL,ESCOLA DE EDUCACAO BASICA AGNUS DEI,private,572.45,505.31,541.98,523.05,535.69,33
AL,ESCOLA DE EDUCACAO BASICA CONSTRUTIVISTA,PRIVADA,36,464.88,514.84,470.91,486.05,647.92,484.17,49.4,TRUE,27044025,AL,ESCOLA DE EDUCACAO BASICA CONSTRUTIVISTA,private,514.84,464.88,486.05,470.91,484.17,73
AL,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,PRIVADA,77,504.19,551.49,545.65,520.49,639.8,530.46,73.6,TRUE,27035816,AL,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,private,551.49,504.19,520.49,545.65,530.46,105
AL,ESCOLA DE EDUCACAO BASICA MARIA SANTISSIMA,PRIVADA,18,458.36,544.62,472.91,520.04,600,498.98,37.3,TRUE,27237206,AL,ESCOLA DE EDUCACAO BASICA MARIA SANTISSIMA,private,544.62,458.36,520.04,472.91,498.98,48
AL,ESCOLA DE EDUCACAO BASICA PADRE JOSE DE ANCHIETA,PRIVADA,12,483.37,549.46,491.35,537.56,700,515.43,48,TRUE,27222802,AL,ESCOLA DE EDUCACAO BASICA PADRE JOSE DE ANCHIETA,private,549.46,483.37,537.56,491.35,515.43,25
AL,ESCOLA DE EDUCACAO BASICA ROMMEL VIEIRA,PRIVADA,12,515.45,555.5,496.18,501.08,625,517.05,27.9,TRUE,27285006,AL,ESCOLA DE EDUCACAO BASICA ROMMEL VIEIRA,private,555.5,515.45,501.08,496.18,517.05,43
AL,ESCOLA DE EDUCACAO BASICA SANTA CATARINA,PRIVADA,31,518.56,577.15,549.04,539.26,722.5,546,54.4,TRUE,27016315,AL,ESCOLA DE EDUCACAO BASICA SANTA CATARINA,private,577.15,518.56,539.26,549.04,546,57
AL,ESCOLA DE EDUCACAO BASICA SAO THIAGO,PRIVADA,19,466.05,526.86,470.06,508.47,621.05,492.86,35.2,TRUE,27320022,AL,ESCOLA DE EDUCACAO BASICA SAO THIAGO,private,526.86,466.05,508.47,470.06,492.86,54
AL,ESCOLA DE ENSINO FUND EVANG BATISTA DE BEBEDOURO,PRIVADA,12,458.73,525.22,431.41,509.44,611.36,481.2,54.5,TRUE,27037711,AL,ESCOLA DE ENSINO FUND EVANG BATISTA DE BEBEDOURO,private,525.22,458.73,509.44,431.41,481.2,22
AL,ESCOLA DE NOSSA SENHORA DO AMPARO,PRIVADA,22,500.25,573.46,565.63,555.69,650,548.76,81.5,TRUE,27038440,AL,ESCOLA DE NOSSA SENHORA DO AMPARO,private,573.46,500.25,555.69,565.63,548.76,27
AL,ESCOLA DIOGENES JUCA BERNARDES,PRIVADA,13,470.26,524.12,435.45,493.48,596.15,480.83,34.2,TRUE,27036510,AL,ESCOLA DIOGENES JUCA BERNARDES,private,524.12,470.26,493.48,435.45,480.83,38
AL,ESCOLA EST PROF GILVANA ATAIDE CAVALCANTE CABRAL,PUBLICA,62,434.61,486.04,459.57,455.26,563.79,458.87,21.2,TRUE,27226930,AL,ESCOLA EST PROF GILVANA ATAIDE CAVALCANTE CABRAL,public,486.04,434.61,455.26,459.57,458.87,292
AL,ESCOLA EST PROFº SEBASTIAO FELISBERTO DE CARVALHO,PUBLICA,30,432.17,486.62,437.69,434.98,564.58,447.87,26.5,TRUE,27034003,AL,ESCOLA EST PROFº SEBASTIAO FELISBERTO DE CARVALHO,public,486.62,432.17,434.98,437.69,447.87,113
AL,ESCOLA ESTADUAL ADRIANO JORGE,PUBLICA,23,435.89,464.38,444.18,449.61,510.53,448.52,31.1,TRUE,27016366,AL,ESCOLA ESTADUAL ADRIANO JORGE,public,464.38,435.89,449.61,444.18,448.52,74
AL,ESCOLA ESTADUAL ALBERTO TORRES,PUBLICA,31,434.53,480.62,427.27,452.73,600.86,448.79,19,TRUE,27036650,AL,ESCOLA ESTADUAL ALBERTO TORRES,public,480.62,434.53,452.73,427.27,448.79,163
AL,ESCOLA ESTADUAL ALFREDO GASPAR DE MENDONCA,PUBLICA,53,444.56,500.12,466.27,481.37,557.81,473.08,35.1,TRUE,27035646,AL,ESCOLA ESTADUAL ALFREDO GASPAR DE MENDONCA,public,500.12,444.56,481.37,466.27,473.08,151
AL,ESCOLA ESTADUAL ALVARO PAES,PUBLICA,89,448.34,501.33,439.8,441.36,561.21,457.71,100,TRUE,27017702,AL,ESCOLA ESTADUAL ALVARO PAES,public,501.33,448.34,441.36,439.8,457.71,89
AL,ESCOLA ESTADUAL ANA LINS,PUBLICA,154,419.85,482.48,430.99,444.51,557.41,444.46,32.2,TRUE,27043622,AL,ESCOLA ESTADUAL ANA LINS,public,482.48,419.85,444.51,430.99,444.46,478
AL,ESCOLA ESTADUAL ANGELO DE ABREU,PUBLICA,23,448.3,500.63,438.6,464.16,597.83,462.92,10.4,TRUE,27011100,AL,ESCOLA ESTADUAL ANGELO DE ABREU,public,500.63,448.3,464.16,438.6,462.92,221
AL,ESCOLA ESTADUAL ARISTHEU DE ANDRADE,PUBLICA,16,476.1,496.4,469.08,495.08,569.64,484.17,8.5,TRUE,27027597,AL,ESCOLA ESTADUAL ARISTHEU DE ANDRADE,public,496.4,476.1,495.08,469.08,484.17,188
AL,ESCOLA ESTADUAL BATISTA ACIOLY,PUBLICA,26,404.82,474.05,455.04,449.29,544.23,445.8,10.1,TRUE,27032566,AL,ESCOLA ESTADUAL BATISTA ACIOLY,public,474.05,404.82,449.29,455.04,445.8,257
AL,ESCOLA ESTADUAL BELARMINO VIEIRA BARROS,PUBLICA,14,425.26,447.63,417.94,429.01,540.38,429.96,18.9,TRUE,27013871,AL,ESCOLA ESTADUAL BELARMINO VIEIRA BARROS,public,447.63,425.26,429.01,417.94,429.96,74
AL,ESCOLA ESTADUAL CAMPOS TEIXEIRA,PUBLICA,12,435.38,511.39,426.03,478.13,622.5,462.73,20.6,TRUE,27035697,AL,ESCOLA ESTADUAL CAMPOS TEIXEIRA,public,511.39,435.38,478.13,426.03,462.73,58
AL,ESCOLA ESTADUAL CIRIDIAO DURVAL,PUBLICA,13,408.49,494.82,427.13,462.85,584.62,448.32,12.6,TRUE,27033384,AL,ESCOLA ESTADUAL CIRIDIAO DURVAL,public,494.82,408.49,462.85,427.13,448.32,103
AL,ESCOLA ESTADUAL COMENDADOR JOSE DA SILVA PEIXOTO,PUBLICA,143,436.23,490.24,457.89,448.86,554.92,458.3,28.9,TRUE,27045145,AL,ESCOLA ESTADUAL COMENDADOR JOSE DA SILVA PEIXOTO,public,490.24,436.23,448.86,457.89,458.3,495
AL,ESCOLA ESTADUAL CONEGO JOSE BULHOES,PUBLICA,15,420.46,458.07,425.55,446.81,592.86,437.72,13.9,TRUE,27004740,AL,ESCOLA ESTADUAL CONEGO JOSE BULHOES,public,458.07,420.46,446.81,425.55,437.72,108
AL,ESCOLA ESTADUAL CONSTANCA DE GOES MONTEIRO,PUBLICA,16,413.16,496.29,401.12,448.19,543.75,439.69,9.4,TRUE,27010074,AL,ESCOLA ESTADUAL CONSTANCA DE GOES MONTEIRO,public,496.29,413.16,448.19,401.12,439.69,170
AL,ESCOLA ESTADUAL CORREIA TITARA E ANEXOS,PUBLICA,30,445.52,502.42,464.53,462.73,543,468.8,16.1,TRUE,27045757,AL,ESCOLA ESTADUAL CORREIA TITARA E ANEXOS,public,502.42,445.52,462.73,464.53,468.8,186
AL,ESCOLA ESTADUAL COSTA REGO,PUBLICA,43,455,508.74,453.43,465.5,591.25,470.67,26.7,TRUE,27016471,AL,ESCOLA ESTADUAL COSTA REGO,public,508.74,455,465.5,453.43,470.67,161
AL,ESCOLA ESTADUAL D ELISEU MARIA GOMES OLIVEIRA,PUBLICA,20,414.25,466.39,404.96,417.97,490.79,425.89,23,TRUE,27032280,AL,ESCOLA ESTADUAL D ELISEU MARIA GOMES OLIVEIRA,public,466.39,414.25,417.97,404.96,425.89,87
AL,ESCOLA ESTADUAL D SANTA BULHOES,PUBLICA,32,420.71,470.28,418.69,442.44,510,438.03,30.8,TRUE,27046303,AL,ESCOLA ESTADUAL D SANTA BULHOES,public,470.28,420.71,442.44,418.69,438.03,104
AL,ESCOLA ESTADUAL DE COITE DAS PINHAS,PUBLICA,19,435.56,495.11,469.91,477.58,631.58,469.54,25.3,TRUE,27012611,AL,ESCOLA ESTADUAL DE COITE DAS PINHAS,public,495.11,435.56,477.58,469.91,469.54,75
AL,ESCOLA ESTADUAL DE EDUCACAO BASICA DE PARICONHA,PUBLICA,28,427.59,473.3,408.58,429.48,562.5,434.74,22.4,TRUE,27002950,AL,ESCOLA ESTADUAL DE EDUCACAO BASICA DE PARICONHA,public,473.3,427.59,429.48,408.58,434.74,125
AL,ESCOLA ESTADUAL DE EDUCACAO BASICA MANOEL LUCIO DA SILVA,PUBLICA,14,431.41,476.24,423.37,448.96,541.07,444.99,7.8,TRUE,27016420,AL,ESCOLA ESTADUAL DE EDUCACAO BASICA MANOEL LUCIO DA SILVA,public,476.24,431.41,448.96,423.37,444.99,179
AL,ESCOLA ESTADUAL DE EDUCACAO BASICA PROFESSOR JOSE QUINTELLA CAVALCANTI,PUBLICA,139,443.03,503.04,461.68,458.36,587.21,466.53,31.8,TRUE,27016510,AL,ESCOLA ESTADUAL DE EDUCACAO BASICA PROFESSOR JOSE QUINTELLA CAVALCANTI,public,503.04,443.03,458.36,461.68,466.53,437
AL,ESCOLA ESTADUAL DE XINGO I - EEX-I,PUBLICA,33,463.7,506.92,473.27,477.59,565.63,480.37,42.7,TRUE,27004376,AL,ESCOLA ESTADUAL DE XINGO I - EEX-I,public,506.92,463.7,477.59,473.27,480.37,77
AL,ESCOLA ESTADUAL DE XINGO II- EEX-II,PUBLICA,13,430.82,485.58,426.04,442.42,541.67,446.21,13.1,TRUE,27004368,AL,ESCOLA ESTADUAL DE XINGO II- EEX-II,public,485.58,430.82,442.42,426.04,446.21,99
AL,ESCOLA ESTADUAL DELMO FERREIRA DA SILVA,PUBLICA,22,419.29,483.66,409.1,438.15,553.75,437.55,34.6,TRUE,27029336,AL,ESCOLA ESTADUAL DELMO FERREIRA DA SILVA,public,483.66,419.29,438.15,409.1,437.55,64
AL,ESCOLA ESTADUAL DEPUTADO GILVAN BARROS,PUBLICA,71,406.09,467.98,408.64,416.06,513.43,424.69,23.7,TRUE,27220087,AL,ESCOLA ESTADUAL DEPUTADO GILVAN BARROS,public,467.98,406.09,416.06,408.64,424.69,300
AL,ESCOLA ESTADUAL DEPUTADO RUBENS CANUTO,PUBLICA,49,433.34,488.49,433.89,461.73,578.89,454.36,22.9,TRUE,27036448,AL,ESCOLA ESTADUAL DEPUTADO RUBENS CANUTO,public,488.49,433.34,461.73,433.89,454.36,214
AL,ESCOLA ESTADUAL DESEMBARGADOR AUGUSTO COSTA,PUBLICA,13,441.85,471.93,451.44,440.05,550,451.32,13.2,TRUE,27011577,AL,ESCOLA ESTADUAL DESEMBARGADOR AUGUSTO COSTA,public,471.93,441.85,440.05,451.44,451.32,98
AL,ESCOLA ESTADUAL DJALMA BARROS SIQUEIRA,PUBLICA,87,443.92,492.32,449.48,470.06,565.74,463.94,21.3,TRUE,27226239,AL,ESCOLA ESTADUAL DJALMA BARROS SIQUEIRA,public,492.32,443.92,470.06,449.48,463.94,408
AL,ESCOLA ESTADUAL DJANIRA SANTOS SILVA,PUBLICA,17,434.18,470.1,410.98,421.09,526.56,434.09,44.7,TRUE,27014002,AL,ESCOLA ESTADUAL DJANIRA SANTOS SILVA,public,470.1,434.18,421.09,410.98,434.09,38
AL,ESCOLA ESTADUAL DOM CONSTANTINO LUERS,PUBLICA,45,430.45,484.73,415.65,451.03,598.21,445.46,31,TRUE,27041921,AL,ESCOLA ESTADUAL DOM CONSTANTINO LUERS,public,484.73,430.45,451.03,415.65,445.46,145
AL,ESCOLA ESTADUAL DOM OTAVIO BARBOSA AGUIAR,PUBLICA,19,421.44,471.79,424.83,440.65,555.56,439.68,13.2,TRUE,27035875,AL,ESCOLA ESTADUAL DOM OTAVIO BARBOSA AGUIAR,public,471.79,421.44,440.65,424.83,439.68,144
AL,ESCOLA ESTADUAL DR ANTONIO G DE BARROS,PUBLICA,25,409.95,488.17,418.06,441.69,573.91,439.47,20.3,TRUE,27030806,AL,ESCOLA ESTADUAL DR ANTONIO G DE BARROS,public,488.17,409.95,441.69,418.06,439.47,123
AL,ESCOLA ESTADUAL DR CARLOS GOMES DE BARROS,PUBLICA,27,429.07,497.67,437.96,455.44,540.63,455.04,10.6,TRUE,27024059,AL,ESCOLA ESTADUAL DR CARLOS GOMES DE BARROS,public,497.67,429.07,455.44,437.96,455.04,255
AL,ESCOLA ESTADUAL DR JOSE MARIA CORREIA DAS NEVES,PUBLICA,38,445.82,514.47,459.72,486.83,625,476.71,20.3,TRUE,27038297,AL,ESCOLA ESTADUAL DR JOSE MARIA CORREIA DAS NEVES,public,514.47,445.82,486.83,459.72,476.71,187
AL,ESCOLA ESTADUAL DR MIGUEL GUEDES NOGUEIRA,PUBLICA,13,407.32,457.57,434.02,442.73,502.5,435.41,15.1,TRUE,27038556,AL,ESCOLA ESTADUAL DR MIGUEL GUEDES NOGUEIRA,public,457.57,407.32,442.73,434.02,435.41,86
AL,ESCOLA ESTADUAL DR SIDRONIO AUGUSTO DE SANTA MARIA,PUBLICA,22,425.28,483.93,405.73,466.94,541.25,445.47,26.4,TRUE,27040984,AL,ESCOLA ESTADUAL DR SIDRONIO AUGUSTO DE SANTA MARIA,public,483.93,425.28,466.94,405.73,445.47,83
AL,ESCOLA ESTADUAL DRª EUNICE DE LEMOS CAMPOS,PUBLICA,74,436.16,482.95,440.13,468.02,590.28,456.82,30.8,TRUE,27036561,AL,ESCOLA ESTADUAL DRª EUNICE DE LEMOS CAMPOS,public,482.95,436.16,468.02,440.13,456.82,240
AL,ESCOLA ESTADUAL EGIDIO BARBOSA DA SILVA,PUBLICA,26,436.85,504.08,437.39,450.33,589.58,457.16,55.3,TRUE,27014010,AL,ESCOLA ESTADUAL EGIDIO BARBOSA DA SILVA,public,504.08,436.85,450.33,437.39,457.16,47
AL,ESCOLA ESTADUAL FERNANDINA MALTA,PUBLICA,37,432.84,503.63,455.35,470.36,585.42,465.55,14,TRUE,27040240,AL,ESCOLA ESTADUAL FERNANDINA MALTA,public,503.63,432.84,470.36,455.35,465.55,264
AL,ESCOLA ESTADUAL FLORIANO PEIXOTO,PUBLICA,66,431.27,488.81,422.39,445.53,583.06,447,21.6,TRUE,27026337,AL,ESCOLA ESTADUAL FLORIANO PEIXOTO,public,488.81,431.27,445.53,422.39,447,306
AL,ESCOLA ESTADUAL FRANCISCA ROSA DA COSTA,PUBLICA,46,444.27,490.12,447.67,454.59,553.49,459.16,18.8,TRUE,27003515,AL,ESCOLA ESTADUAL FRANCISCA ROSA DA COSTA,public,490.12,444.27,454.59,447.67,459.16,245
AL,ESCOLA ESTADUAL FRANCISCO FALCAO,PUBLICA,19,403.28,453.61,404.76,422.87,536.76,421.13,19.4,TRUE,27033880,AL,ESCOLA ESTADUAL FRANCISCO FALCAO,public,453.61,403.28,422.87,404.76,421.13,98
AL,ESCOLA ESTADUAL FRANCISCO LEAO,PUBLICA,25,435.97,491.23,435.95,486.35,584.38,462.38,20.1,TRUE,27040755,AL,ESCOLA ESTADUAL FRANCISCO LEAO,public,491.23,435.97,486.35,435.95,462.38,124
AL,ESCOLA ESTADUAL GENTIL DE ALBUQUERQUE MALTA,PUBLICA,17,428.02,495.92,438.77,439.34,525,450.51,17.3,TRUE,27002020,AL,ESCOLA ESTADUAL GENTIL DE ALBUQUERQUE MALTA,public,495.92,428.02,439.34,438.77,450.51,98
AL,ESCOLA ESTADUAL GERALDO MELO DOS SANTOS,PUBLICA,56,418.59,472.16,426.43,443.76,551.44,440.23,18.9,TRUE,27225968,AL,ESCOLA ESTADUAL GERALDO MELO DOS SANTOS,public,472.16,418.59,443.76,426.43,440.23,296
AL,ESCOLA ESTADUAL GRACILIANO RAMOS,PUBLICA,41,440.26,510.2,439.34,470.73,575,465.13,13,TRUE,27014029,AL,ESCOLA ESTADUAL GRACILIANO RAMOS,public,510.2,440.26,470.73,439.34,465.13,315
AL,ESCOLA ESTADUAL HUMBERTO MENDES,PUBLICA,149,441.57,505.43,447.62,462.2,558.09,464.2,34.1,TRUE,27013928,AL,ESCOLA ESTADUAL HUMBERTO MENDES,public,505.43,441.57,462.2,447.62,464.2,437
AL,ESCOLA ESTADUAL INACIO DE CARVALHO,PUBLICA,43,446.68,503.29,438.28,452.93,560,460.3,20.2,TRUE,27042251,AL,ESCOLA ESTADUAL INACIO DE CARVALHO,public,503.29,446.68,452.93,438.28,460.3,213
AL,ESCOLA ESTADUAL INAURA CASADO COSTA,PUBLICA,55,417.6,469.95,419.98,432.51,585.78,435.01,24.6,TRUE,27026744,AL,ESCOLA ESTADUAL INAURA CASADO COSTA,public,469.95,417.6,432.51,419.98,435.01,224
AL,ESCOLA ESTADUAL IZIDRO TEIXEIRA,PUBLICA,33,409.53,474.22,417.19,434.46,533.87,433.85,37.9,TRUE,27022277,AL,ESCOLA ESTADUAL IZIDRO TEIXEIRA,public,474.22,409.53,434.46,417.19,433.85,87
AL,ESCOLA ESTADUAL J ENOQUE DE BARROS,PUBLICA,63,417.49,461.63,412.7,413.8,549.15,426.4,47,TRUE,27018997,AL,ESCOLA ESTADUAL J ENOQUE DE BARROS,public,461.63,417.49,413.8,412.7,426.4,134
AL,ESCOLA ESTADUAL JOAO FRANCISCO SOARES,PUBLICA,46,428.28,485.44,427.33,433.28,557.56,443.58,47.4,TRUE,27003892,AL,ESCOLA ESTADUAL JOAO FRANCISCO SOARES,public,485.44,428.28,433.28,427.33,443.58,97
AL,ESCOLA ESTADUAL JOAQUIM DIEGUES,PUBLICA,85,432.44,491.44,420.16,450.49,587.66,448.63,41.1,TRUE,27025080,AL,ESCOLA ESTADUAL JOAQUIM DIEGUES,public,491.44,432.44,450.49,420.16,448.63,207
AL,ESCOLA ESTADUAL JOSE CORREIA DA SILVA TITARA,PUBLICA,35,451.07,511.97,424.79,481.42,550.74,467.31,10.2,TRUE,27036731,AL,ESCOLA ESTADUAL JOSE CORREIA DA SILVA TITARA,public,511.97,451.07,481.42,424.79,467.31,343
AL,ESCOLA ESTADUAL JOSE CORREIA FONTAN,PUBLICA,27,416.96,490.89,403.8,432.7,562.04,436.09,33.3,TRUE,27015122,AL,ESCOLA ESTADUAL JOSE CORREIA FONTAN,public,490.89,416.96,432.7,403.8,436.09,81
AL,ESCOLA ESTADUAL JOSE SOARES PINTO,PUBLICA,14,406.04,452.11,432.53,414.34,570.83,426.26,8.6,TRUE,27005984,AL,ESCOLA ESTADUAL JOSE SOARES PINTO,public,452.11,406.04,414.34,432.53,426.26,163
AL,ESCOLA ESTADUAL JOSEFA CAVALCANTE SURUAGY,PUBLICA,35,418.28,460.37,407.01,426.31,525.86,428,14.4,TRUE,27041603,AL,ESCOLA ESTADUAL JOSEFA CAVALCANTE SURUAGY,public,460.37,418.28,426.31,407.01,428,243
AL,ESCOLA ESTADUAL LIONS CLUB,PUBLICA,94,430.06,483.05,440.93,452.27,545.29,451.58,39.3,TRUE,27016480,AL,ESCOLA ESTADUAL LIONS CLUB,public,483.05,430.06,452.27,440.93,451.58,239
AL,ESCOLA ESTADUAL LUCILO JOSE RIBEIRO,PUBLICA,26,423.47,492.77,422.8,434.64,551.04,443.42,10.1,TRUE,27008452,AL,ESCOLA ESTADUAL LUCILO JOSE RIBEIRO,public,492.77,423.47,434.64,422.8,443.42,257
AL,ESCOLA ESTADUAL LUIZ AUGUSTO DE A MENEZES,PUBLICA,94,433.78,494.27,443.68,464.65,560.92,459.1,55,TRUE,27003221,AL,ESCOLA ESTADUAL LUIZ AUGUSTO DE A MENEZES,public,494.27,433.78,464.65,443.68,459.1,171
AL,ESCOLA ESTADUAL LUIZ BASTOS,PUBLICA,15,421.08,505.23,412.25,452.09,586.67,447.66,11.8,TRUE,27001237,AL,ESCOLA ESTADUAL LUIZ BASTOS,public,505.23,421.08,452.09,412.25,447.66,127
AL,ESCOLA ESTADUAL LUIZ DUARTE,PUBLICA,14,408.34,460.81,413.19,432.5,565.38,428.71,18.7,TRUE,27012166,AL,ESCOLA ESTADUAL LUIZ DUARTE,public,460.81,408.34,432.5,413.19,428.71,75
AL,ESCOLA ESTADUAL MANOEL LEANDRO DE LIRA,PUBLICA,53,445.55,497.85,423.54,444.48,594.71,452.86,22.8,TRUE,27018350,AL,ESCOLA ESTADUAL MANOEL LEANDRO DE LIRA,public,497.85,445.55,444.48,423.54,452.86,232
AL,ESCOLA ESTADUAL MARIA AMELIA SAMPAIO LUZ,PUBLICA,41,441.64,482.77,419.63,467.92,585,452.99,30.6,TRUE,27012638,AL,ESCOLA ESTADUAL MARIA AMELIA SAMPAIO LUZ,public,482.77,441.64,467.92,419.63,452.99,134
AL,ESCOLA ESTADUAL MARIA DAS GRACAS DE SA TEIXEIRA,PUBLICA,26,425.32,479.15,449.04,449.54,534.78,450.76,17.2,TRUE,27225569,AL,ESCOLA ESTADUAL MARIA DAS GRACAS DE SA TEIXEIRA,public,479.15,425.32,449.54,449.04,450.76,151
AL,ESCOLA ESTADUAL MARIA DE LOURDES S DA SILVA,PUBLICA,70,414.89,472.93,417.45,423.98,562.5,432.31,27.1,TRUE,27226131,AL,ESCOLA ESTADUAL MARIA DE LOURDES S DA SILVA,public,472.93,414.89,423.98,417.45,432.31,258
AL,ESCOLA ESTADUAL MARIA IVONE SANTOS DE OLIVEIRA,PUBLICA,42,434.2,493.75,439.26,461.41,561.54,457.16,38.5,TRUE,27235807,AL,ESCOLA ESTADUAL MARIA IVONE SANTOS DE OLIVEIRA,public,493.75,434.2,461.41,439.26,457.16,109
AL,ESCOLA ESTADUAL MARIA SALETE GUSMAO DE ARAUJO,PUBLICA,79,433.39,496.5,443.88,471.1,548.33,461.22,35.3,TRUE,27225674,AL,ESCOLA ESTADUAL MARIA SALETE GUSMAO DE ARAUJO,public,496.5,433.39,471.1,443.88,461.22,224
AL,ESCOLA ESTADUAL MARIO GOMES DE BARROS,PUBLICA,31,418.38,465.59,401.41,429.07,541.67,428.61,23.1,TRUE,27029123,AL,ESCOLA ESTADUAL MARIO GOMES DE BARROS,public,465.59,418.38,429.07,401.41,428.61,134
AL,ESCOLA ESTADUAL MONSENHOR CLOVIS DUARTE DE BARROS,PUBLICA,49,432.97,495.18,444.55,466.94,573.33,459.91,13.5,TRUE,27024016,AL,ESCOLA ESTADUAL MONSENHOR CLOVIS DUARTE DE BARROS,public,495.18,432.97,466.94,444.55,459.91,363
AL,ESCOLA ESTADUAL MONSENHOR LUIZ CARLOS DE OLIVEIRA BARBOSA,PUBLICA,27,404.79,452.14,418.71,414.7,539.42,422.59,18.8,TRUE,27022838,AL,ESCOLA ESTADUAL MONSENHOR LUIZ CARLOS DE OLIVEIRA BARBOSA,public,452.14,404.79,414.7,418.71,422.59,144
AL,ESCOLA ESTADUAL MONSENHOR MACHADO,PUBLICA,46,409.91,480.59,406.81,433.67,545.93,432.75,24.9,TRUE,27025519,AL,ESCOLA ESTADUAL MONSENHOR MACHADO,public,480.59,409.91,433.67,406.81,432.75,185
AL,ESCOLA ESTADUAL MONSENHOR SEBASTIAO A BEZERRA,PUBLICA,127,421.8,474.47,421.9,425.79,530.37,435.99,53.6,TRUE,27000095,AL,ESCOLA ESTADUAL MONSENHOR SEBASTIAO A BEZERRA,public,474.47,421.8,425.79,421.9,435.99,237
AL,ESCOLA ESTADUAL MOREIRA E SILVA,PUBLICA,223,448.34,509.37,452.41,472.86,560.09,470.75,48.5,TRUE,27036782,AL,ESCOLA ESTADUAL MOREIRA E SILVA,public,509.37,448.34,472.86,452.41,470.75,460
AL,ESCOLA ESTADUAL N SRA DA CONCEICAO,PUBLICA,104,424.26,471.68,433.02,432.59,541.16,440.39,43.8,TRUE,27019608,AL,ESCOLA ESTADUAL N SRA DA CONCEICAO,public,471.68,424.26,432.59,433.02,440.39,237
AL,ESCOLA ESTADUAL NOSSA SENHORA DA APRESENTACAO,PUBLICA,57,411.01,466.77,425.24,430.26,533.02,433.32,21.8,TRUE,27031063,AL,ESCOLA ESTADUAL NOSSA SENHORA DA APRESENTACAO,public,466.77,411.01,430.26,425.24,433.32,261
AL,ESCOLA ESTADUAL NOSSA SRª DO BOM CONSELHO,PUBLICA,75,435.1,502.41,455.53,473.16,585.76,466.55,38.7,TRUE,27034917,AL,ESCOLA ESTADUAL NOSSA SRª DO BOM CONSELHO,public,502.41,435.1,473.16,455.53,466.55,194
AL,ESCOLA ESTADUAL ODETE BONFIM,PUBLICA,69,428.59,490.48,433.38,446.44,601.64,449.72,41.6,TRUE,27013405,AL,ESCOLA ESTADUAL ODETE BONFIM,public,490.48,428.59,446.44,433.38,449.72,166
AL,ESCOLA ESTADUAL ONELIA CAMPELO,PUBLICA,27,450.69,535.39,475.44,480.77,532.41,485.58,22.9,TRUE,27035786,AL,ESCOLA ESTADUAL ONELIA CAMPELO,public,535.39,450.69,480.77,475.44,485.58,118
AL,ESCOLA ESTADUAL OVIDIO EDGAR DE ALBUQUERQUE,PUBLICA,37,426.01,507.07,433.77,473.76,579.41,460.15,32.3,TRUE,27038483,AL,ESCOLA ESTADUAL OVIDIO EDGAR DE ALBUQUERQUE,public,507.07,426.01,473.76,433.77,460.15,115
AL,ESCOLA ESTADUAL PADRE AURELIO GOES,PUBLICA,128,455.53,498.4,456.88,466.31,599.39,469.28,49.4,TRUE,27043436,AL,ESCOLA ESTADUAL PADRE AURELIO GOES,public,498.4,455.53,466.31,456.88,469.28,259
AL,ESCOLA ESTADUAL PADRE CABRAL,PUBLICA,55,419.76,469.93,435.06,443.59,583.16,442.09,37.4,TRUE,27036677,AL,ESCOLA ESTADUAL PADRE CABRAL,public,469.93,419.76,443.59,435.06,442.09,147
